X,Y
1,1.0181376730922522
2,0.8136847033236869
3,0.7954835587406199
4,0.8600052026436161
5,0.9906483407179459
6,0.9844084305072452
7,0.8790622678531945
8,0.8039436810741485
9,1.2627121972383786
10,0.8702903763296517
11,0.3882303726909697
12,0.7311780121190237
13,0.9804469233709497
14,1.0108559824342
15,0.8056477311612199
16,1.252862583582594
17,0.8323374282379533
18,1.2182710693037766
19,1.323692847641537
20,0.793154190138249
21,1.149022267234631
22,0.8624093655028018
23,1.1018833240136483
24,0.8418282146742566
25,1.2017316599738785
26,1.1756468373434181
27,1.0026748718471874
28,0.8812995280218667
29,0.9371135628320731
30,1.289840334939103
31,0.8784695357909122
32,1.0399284730146197
33,0.7539360945587585
34,0.9534276956323998
35,0.8380090391640629
36,0.9835404719303686
37,1.341719926200024
38,0.5764212014810308
39,1.0763103604366915
40,1.0248942879473215
41,1.1024701364074239
42,1.230166544951076
43,0.8641471779998116
44,1.1870804579463439
45,0.885613762929403
46,0.611042868375147
47,0.6276276157116027
48,1.067454553220653
49,0.8698888460398423
50,1.3610086101807812
51,0.6786470607154744
52,0.9880115470905164
53,0.9355128180519678
54,0.9215202969117402
55,0.5650526648171821
56,1.4900390080033077
57,0.9072797768224116
58,1.1364679033869467
59,1.001084368171007
60,0.8481963046226185
61,0.804539782379299
62,0.9329855946561022
63,1.2172504414688834
64,0.8639801804437814
65,0.8302050679903327
66,0.8708403755374907
67,1.0531736152021758
68,1.0627733121002807
69,0.7598511654496671
70,1.1326366358716782
71,1.1308272754965263
72,0.9550926715323969
73,0.8773218606764094
74,1.2255194178047528
75,1.1775231613113344
76,1.1381970916531905
77,1.1113653390254319
78,1.1935113465919422
79,1.1644072159624224
80,1.2718105960656672
81,1.4300144790322251
82,1.115127500502277
83,1.1545494294314333
84,1.1321221355652142
85,0.9674386372183122
86,1.1329565821585352
87,1.122413960184026
88,0.9433593003450285
89,1.3069219911666974
90,1.3847405574724234
91,0.6287059849717389
92,1.2897515055259743
93,1.0670964895254906
94,0.7081647725149063
95,0.9811085024063676
96,1.1878855436867974
97,1.1220706097825637
98,1.205925332800538
99,1.1276649907717018
100,1.0261639221007113
101,1.0994329135332743
102,0.9873724243446677
103,0.8031812754723684
104,1.0736518624073075
105,1.0279754268051653
106,1.1197390446498374
107,1.1856604161517008
108,1.2296574762559858
109,0.9195263950365027
110,1.2849235589413537
111,0.873027163933897
112,1.263676528397833
113,1.0320096656991586
114,1.2155869669127142
115,0.8816303719842358
116,1.098011980992834
117,0.9563743875583302
118,0.7417196748032457
119,0.9986448338492924
120,1.0456025892965792
121,0.7393800929824279
122,0.7025777682824472
123,0.7881973967226937
124,0.7031074805905257
125,1.0139686546228852
126,1.2093315355644736
127,0.6793891453130856
128,1.1483540666323533
129,1.2294451583241945
130,1.0060350134413283
131,0.9936090669371564
132,0.6735284484195858
133,1.0255510034348687
134,0.8951655652939098
135,0.9952033452962945
136,0.9023876244613428
137,0.9004324722256705
138,0.7578697217545096
139,0.7296792221762507
140,0.927359994238816
141,0.7819277379866356
142,1.1481239841461637
143,1.0023486608324916
144,1.465738415249208
145,0.9588598763903079
146,0.8788326451541876
147,0.8029000217694375
148,1.260664988279907
149,0.7035869148471307
150,0.867211452239745
151,0.7473738223567903
152,1.0274514871562037
153,1.0908311605293837
154,1.1879513266576582
155,1.0285213536912858
156,1.5149856088352576
157,1.1323831468597665
158,1.2545394539211507
159,0.8367044511281437
160,1.2479318716283945
161,1.3224695205185113
162,0.9259153403892405
163,0.9561069034736963
164,1.133463102019309
165,0.8292881885226606
166,1.1819808902630795
167,0.7427655547161194
168,0.8731630430085113
169,1.0082476505356974
170,0.9676966794906716
171,0.868677385393587
172,1.2148694496241674
173,1.4427460749395733
174,0.9027724605484052
175,0.7674727187627352
176,0.8467102555496324
177,1.1493550345444534
178,1.153249250024104
179,1.0588455992925678
180,0.6782029537958619
181,1.0762261286578754
182,0.8530787657488978
183,0.7967955329800811
184,0.9687490071275034
185,0.8334000219540397
186,1.1058652840548346
187,0.9850699658943614
188,1.639249480943334
189,1.0719659495935956
190,1.1870706767634709
191,1.04097647637894
192,1.0059620143316557
193,1.0010035964816668
194,1.2751850090888721
195,1.0605220706735086
196,1.1942053652022997
197,0.6687265572090245
198,1.240476306979419
199,1.1714973322327829
200,0.8930118089771957
201,5.636831985022891
202,6.180701164502907
203,6.243288158895653
204,6.073379340763686
205,5.988170127448809
206,5.6968839859608
207,5.9343207736022325
208,5.85031244339555
209,5.69019120441607
210,6.358186261219678
211,6.190701481295949
212,6.341671303940327
213,6.011906260473035
214,5.858521621835978
215,6.170601914736867
216,6.2423426105932425
217,5.952599975425239
218,6.247635255672286
219,5.858364815897057
220,5.9840231870513785
221,5.708114007114691
222,5.838151779951326
223,6.16547520356326
224,5.913969124672197
225,5.99079370383655
226,5.724704234093531
227,6.203561916148725
228,5.96502187607719
229,6.179361200517437
230,6.1703605844488365
231,6.090206714533762
232,5.95827706931078
233,5.970811763716225
234,5.868985673682405
235,6.028167005428339
236,5.685296016098193
237,6.057036201299688
238,5.916993844377514
239,5.851115683482505
240,6.10975263265136
241,6.104464126648757
242,5.871741888363285
243,6.015419237497005
244,6.021613631673757
245,5.835039662091617
246,6.0590247162767605
247,6.031418134834804
248,6.066279043028816
249,6.057936180932238
250,5.831624398532195
251,5.7980095473416755
252,6.127401467820296
253,6.042573320085192
254,5.883846697670999
255,6.021460212346416
256,6.081138898342158
257,6.17988987804786
258,6.0293587248991
259,5.95244162975977
260,5.8841992329447645
261,6.042492653999499
262,5.99688605718781
263,5.998955531665569
264,6.1693890658376365
